filename_audio|filename_transcript|transkripsi|ground_truth|wer|cer|hasil_llm|status|latency|path_audio_eval|correctness_1_5|naturalness_1_5|intelligibility_1_3
2305_audio14.wav|audio14.txt|How to prepare dokumen umrah dari Indonesia dengan benar|How to prepare dokumen umrah dari Indonesia dengan benar|0.0|0.0|"```json {   """"perbaikan"""": """"Bagaimana cara menyiapkan dokumen umrah dari Indonesia dengan benar?"""",   """"tagging"""": """"[EN:How to prepare] [ID:dokumen umrah dari Indonesia dengan benar]"""",   """"respon"""": """"Anda perlu menyiapkan paspor dengan masa berlaku minimal enam bulan, visa umrah, serta dokumen kesehatan yang diperlukan. Disarankan untuk berkonsultasi dengan biro perjalanan resmi guna memastikan seluruh persyaratan administrasi telah terpenuhi."""" } ```"|SUCCESS|33.43|data/evaluation_output/audio_results\2305_audio14.wav|||
2305_audio18.wav|audio18.txt|I feel overwhelmed dengan persiapan umrah ada tips sederhana|I feel overwhelmed dengan persiapan umrah, ada tips sederhana?|0.2222|0.0323|"```json {   """"perbaikan"""": """"Saya merasa kewalahan dengan persiapan umrah, apakah ada tips sederhana?"""",   """"tagging"""": """"[EN:I feel overwhelmed] [ID:dengan persiapan umrah ada tips sederhana]"""",   """"respon"""": """"Anda dapat mulai dengan membuat daftar periksa dokumen dan perlengkapan secara bertahap. Selain itu, menggunakan jasa biro perjalanan resmi dapat membantu membuat persiapan Anda lebih terorganisir."""" } ```"|SUCCESS|42.63|data/evaluation_output/audio_results\2305_audio18.wav|||
2306_Audio01.wav|Audio01.txt|Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?|Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?|0.0|0.0|"```json {   """"perbaikan"""": """"Saya ingin memesan tiket pesawat ke Jeddah minggu depan, bisakah Anda membantu mengatur jadwalnya?"""",   """"tagging"""": """"[ID:Aku mau] [EN:book flight] [ID:ke Jeddah minggu depan, bisa bantu] [EN:schedule?]"""",   """"respon"""": """"Anda dapat memeriksa jadwal penerbangan melalui situs resmi maskapai atau agen perjalanan daring. Segera lakukan pemesanan untuk mendapatkan waktu dan harga yang paling sesuai."""" } ```"|SUCCESS|42.58|data/evaluation_output/audio_results\2306_Audio01.wav|||
2306_Audio02.wav|Audio02.txt|Aku butuh travel umur simple tapi include Madinah visit.|Aku butuh travel umrah simple tapi include Madinah visit|0.2222|0.0714|"```json {   """"perbaikan"""": """"Saya membutuhkan paket perjalanan umrah yang praktis namun sudah termasuk kunjungan ke Madinah."""",   """"tagging"""": """"[ID:Aku butuh travel umur simple tapi include] [ID:Madinah] [EN:visit.]"""",   """"respon"""": """"Anda dapat mencari paket umrah praktis yang sudah mencakup kunjungan ke Madinah melalui agen perjalanan resmi. Pastikan untuk meninjau kembali rincian paket tersebut agar sesuai dengan kebutuhan Anda."""" } ```"|SUCCESS|32.27|data/evaluation_output/audio_results\2306_Audio02.wav|||
2306_Audio03.wav|Audio03.txt|Can you help? Aku alritch transport dari Jabodah ke Madinah tomorrow.|Can you help aku arrange transport dari Jeddah ke Madinah tomorrow|0.3636|0.1515|"```json {   """"perbaikan"""": """"Bisakah Anda membantu saya mengatur transportasi dari Jeddah ke Madinah besok?"""",   """"tagging"""": """"[EN:Can you help?] [ID:Aku] [EN:alritch transport] [ID:dari Jabodah ke Madinah] [EN:tomorrow.]"""",   """"respon"""": """"Anda dapat memesan tiket kereta cepat atau bus melalui aplikasi resmi untuk perjalanan besok. Disarankan untuk segera melakukan pemesanan guna memastikan ketersediaan jadwal dan kursi."""" } ```"|SUCCESS|44.52|data/evaluation_output/audio_results\2306_Audio03.wav|||
2306_Audio04.wav|Audio04.txt|Explain step by step cara apply visa Saudi dengan benar|Explain step by step cara apply visa Saudi dengan benar|0.0|0.0|"```json {   """"perbaikan"""": """"Jelaskan langkah demi langkah cara mengajukan visa Arab Saudi dengan benar."""",   """"tagging"""": """"[EN:Explain step by step] [ID:cara] [EN:apply] [ID:visa Saudi dengan benar]"""",   """"respon"""": """"Pertama, kunjungi situs resmi atau aplikasi Nusuk untuk mengisi formulir pengajuan visa secara daring. Selanjutnya, unggah dokumen pendukung seperti paspor, selesaikan pembayaran, dan tunggu proses verifikasi selesai."""" } ```"|SUCCESS|32.69|data/evaluation_output/audio_results\2306_Audio04.wav|||
2306_Audio05.wav|Audio05.txt|Ya akhi, uridu, buku laik ila jidda, al-usbu al-qadim, hal bisibantu ajidda afdal skicul wari latat mubasyurah.|Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?|0.7778|0.25|"```json {   """"perbaikan"""": """"Saudara, saya ingin memesan penerbangan ke Jeddah minggu depan. Bisakah Anda membantu saya menemukan jadwal terbaik untuk penerbangan langsung?"""",   """"tagging"""": """"[AR:Ya akhi], [AR:uridu], [EN:buku laik] [AR:ila jidda], [AR:al-usbu al-qadim], [AR:hal bisibantu] [AR:ajidda afdal] [EN:skicul] [AR:wari latat mubasyurah]"""",   """"respon"""": """"Anda dapat memeriksa jadwal penerbangan langsung ke Jeddah melalui situs resmi maskapai atau agen perjalanan daring. Disarankan untuk segera melakukan pemesanan guna mendapatkan jadwal terbaik yang sesuai dengan rencana Anda."""" } ```"|SUCCESS|37.27|data/evaluation_output/audio_results\2306_Audio05.wav|||
2306_Audio06.wav|Audio06.txt|Uridu Restoransport Menjidah ila Madinah Gaden|Urīdu arrange transport min Jeddah ilā Madinah ghadan|0.875|0.283|"```json {   """"perbaikan"""": """"Saya ingin mengatur transportasi dari Jeddah ke Madinah besok."""",   """"tagging"""": """"[AR:Uridu] [EN:Restoransport] [ID:Menjidah] [AR:ila] [ID:Madinah] [AR:Gaden]"""",   """"respon"""": """"Anda dapat memesan tiket kereta cepat atau layanan bus melalui aplikasi resmi untuk perjalanan besok. Segera lakukan pemesanan guna memastikan ketersediaan jadwal dan kursi."""" } ```"|SUCCESS|33.1|data/evaluation_output/audio_results\2306_Audio06.wav|||
2306_Audio11.wav|Audio11.txt|Kenapa fasting di Ramadan itu wajib bagi muslim?|kenapa fasting di ramadan itu wajib bagi muslim|0.125|0.0213|"```json {   """"perbaikan"""": """"Mengapa berpuasa di bulan Ramadan itu wajib bagi umat Muslim?"""",   """"tagging"""": """"[ID:Kenapa fasting di Ramadan itu wajib bagi muslim?]"""",   """"respon"""": """"Puasa di bulan Ramadan merupakan salah satu rukun Islam yang wajib dijalankan oleh setiap Muslim yang memenuhi syarat. Hal ini dilakukan sebagai bentuk ketaatan kepada perintah Allah SWT dan untuk meningkatkan ketakwaan."""" } ```"|SUCCESS|33.05|data/evaluation_output/audio_results\2306_Audio11.wav|||
2306_Audio12.wav|Audio12.txt|Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?|Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang|0.1111|0.0159|"```json {   """"perbaikan"""": """"Bagaimana proses visa Arab Saudi untuk umrah dari Indonesia saat ini?"""",   """"tagging"""": """"[ID:Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?]"""",   """"respon"""": """"Saat ini, Anda dapat mengajukan visa umrah melalui biro perjalanan resmi atau menggunakan visa turis secara daring melalui platform resmi Arab Saudi. Pastikan paspor Anda memiliki masa berlaku minimal enam bulan dan lengkapi semua dokumen kesehatan yang diminta."""" } ```"|SUCCESS|33.41|data/evaluation_output/audio_results\2306_Audio12.wav|||
2306_Audio13.wav|Audio13.txt|Jelaskan step by step cara booking flight ke jadah secara online.|Jelaskan step by step cara booking flight ke Jeddah secara online|0.1818|0.0462|"```json {   """"perbaikan"""": """"Jelaskan langkah demi langkah cara memesan tiket pesawat ke Jeddah secara daring."""",   """"tagging"""": """"[ID:Jelaskan] [EN:step by step] [ID:cara] [EN:booking flight] [ID:ke jadah secara online.]"""",   """"respon"""": """"Pertama, kunjungi situs resmi maskapai atau agen perjalanan daring dan pilih jadwal penerbangan ke Jeddah. Selanjutnya, masukkan data penumpang dengan lengkap dan selesaikan pembayaran Anda."""" } ```"|SUCCESS|33.19|data/evaluation_output/audio_results\2306_Audio13.wav|||
2306_Audio14.wav|Audio14.txt|How to prepare dokumen umroh dari Indonesia dengan benar?|How to prepare dokumen umrah dari Indonesia dengan benar|0.2222|0.0357|"```json {   """"perbaikan"""": """"Bagaimana cara menyiapkan dokumen umrah dari Indonesia dengan benar?"""",   """"tagging"""": """"[EN:How to prepare] [ID:dokumen umroh dari Indonesia dengan benar?]"""",   """"respon"""": """"Anda perlu menyiapkan paspor dengan masa berlaku minimal enam bulan, visa umrah, serta dokumen kesehatan yang diperlukan. Disarankan untuk berkonsultasi dengan biro perjalanan resmi agar seluruh administrasi Anda terpenuhi dengan benar."""" } ```"|SUCCESS|32.87|data/evaluation_output/audio_results\2306_Audio14.wav|||
2306_Audio15.wav|Audio15.txt|Tolong buat checklist persiapan umrah termasuk barang wajib dibawa.|Tolong buat checklist persiapan umrah termasuk barang wajib dibawa|0.1111|0.0152|"```json {   """"perbaikan"""": """"Tolong buatkan daftar periksa persiapan umrah, termasuk barang-barang wajib yang harus dibawa."""",   """"tagging"""": """"[ID:Tolong buat checklist persiapan umrah termasuk barang wajib dibawa.]"""",   """"respon"""": """"Daftar periksa Anda harus mencakup paspor, visa, dokumen vaksinasi, serta pakaian ihram. Selain itu, jangan lupa menyiapkan obat-obatan pribadi, perlengkapan mandi, dan alat ibadah yang diperlukan."""" } ```"|SUCCESS|34.73|data/evaluation_output/audio_results\2306_Audio15.wav|||
2307_audio01.wav|audio01.txt|aku mau book flight ke judah minggu depan bisa bantu schedule|Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?|0.2727|0.0625|"```json {   """"perbaikan"""": """"Saya ingin memesan tiket pesawat ke Jeddah minggu depan, bisakah Anda membantu mengatur jadwalnya?"""",   """"tagging"""": """"[ID:aku mau] [EN:book flight] [ID:ke judah minggu depan bisa bantu] [EN:schedule]"""",   """"respon"""": """"Anda dapat memeriksa jadwal penerbangan melalui situs resmi maskapai atau agen perjalanan daring. Segera lakukan pemesanan guna mendapatkan harga dan ketersediaan kursi terbaik."""" } ```"|SUCCESS|42.21|data/evaluation_output/audio_results\2307_audio01.wav|||
2307_audio02.wav|audio02.txt|aku butuh travel omrah simple tapi include Madinah visit|Aku butuh travel umrah simple tapi include Madinah visit|0.1111|0.0179|"```json {   """"perbaikan"""": """"Saya membutuhkan paket perjalanan umrah yang praktis tetapi sudah termasuk kunjungan ke Madinah."""",   """"tagging"""": """"[ID:aku butuh travel omrah simple tapi include Madinah visit]"""",   """"respon"""": """"Anda dapat mencari paket umrah praktis yang sudah mencakup kunjungan ke Madinah melalui biro perjalanan resmi. Pastikan Anda memeriksa rincian rencana perjalanan agar sesuai dengan kebutuhan Anda."""" } ```"|SUCCESS|32.54|data/evaluation_output/audio_results\2307_audio02.wav|||
2307_audio03.wav|audio03.txt|Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?|Can you help aku arrange transport dari Jeddah ke Madinah tomorrow|0.0909|0.0152|"```json {   """"perbaikan"""": """"Bisakah Anda membantu saya mengatur transportasi dari Jeddah ke Madinah besok?"""",   """"tagging"""": """"[EN:Can you help] [ID:aku] [EN:arrange transport] [ID:dari Jeddah ke Madinah] [EN:tomorrow?]"""",   """"respon"""": """"Anda dapat memesan tiket kereta cepat atau layanan bus melalui aplikasi resmi untuk perjalanan besok. Segera lakukan pemesanan guna memastikan ketersediaan jadwal dan kursi."""" } ```"|SUCCESS|40.39|data/evaluation_output/audio_results\2307_audio03.wav|||
2307_audio04.wav|audio04.txt|Explain step by step cara apply visa Saudi dengan benar.|Explain step by step cara apply visa Saudi dengan benar|0.1|0.0182|"```json {   """"perbaikan"""": """"Jelaskan langkah demi langkah cara mengajukan visa Arab Saudi dengan benar."""",   """"tagging"""": """"[EN:Explain step by step] [ID:cara] [EN:apply] [ID:visa Saudi dengan benar.]"""",   """"respon"""": """"Langkah pertama adalah menyiapkan paspor dan foto terbaru, kemudian mengisi formulir pengajuan secara daring melalui situs resmi atau aplikasi yang ditunjuk. Setelah itu, Anda perlu mengunggah dokumen pendukung dan melakukan pembayaran biaya visa sesuai instruksi."""" } ```"|SUCCESS|32.83|data/evaluation_output/audio_results\2307_audio04.wav|||
2307_audio05.wav|audio05.txt|"Ya aki, uridu buk flight ila jeddah al-usbu al-qadim. Hal bisa bantu, ajid afdal, skajul warih watan, mubasyir watan."|Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?|0.6667|0.2241|"```json {   """"perbaikan"""": """"Saudara, saya ingin memesan penerbangan ke Jeddah minggu depan. Bisakah Anda membantu saya menemukan jadwal terbaik untuk penerbangan langsung?"""",   """"tagging"""": """"[AR:Ya aki], [AR:uridu] [EN:buk flight] [AR:ila jeddah] [AR:al-usbu al-qadim]. [AR:Hal] [ID:bisa bantu], [AR:ajid afdal], [EN:skajul] [AR:warih watan], [AR:mubasyir watan]."""",   """"respon"""": """"Anda dapat memeriksa jadwal penerbangan langsung ke Jeddah melalui situs resmi maskapai atau agen perjalanan daring. Segera lakukan pemesanan agar Anda mendapatkan jadwal yang paling sesuai dengan rencana Anda."""" } ```"|SUCCESS|63.28|data/evaluation_output/audio_results\2307_audio05.wav|||
2307_audio06.wav|audio06.txt|uridu arrange transport min jeddah ila madinah ghadan|Urīdu arrange transport min Jeddah ilā Madinah ghadan|0.25|0.0377|"```json {   """"perbaikan"""": """"Saya ingin mengatur transportasi dari Jeddah ke Madinah besok."""",   """"tagging"""": """"[AR:uridu] [EN:arrange transport] [AR:min] [ID:jeddah] [AR:ila] [ID:madinah] [AR:ghadan]"""",   """"respon"""": """"Anda dapat memesan tiket kereta cepat atau bus melalui aplikasi resmi untuk perjalanan besok. Segera lakukan pemesanan guna memastikan ketersediaan jadwal dan kursi."""" } ```"|SUCCESS|43.67|data/evaluation_output/audio_results\2307_audio06.wav|||
2307_audio07.wav|audio07.txt|Book flight ke Jeddah, lalu lanjut ke Madinah, schedule terbaik, kapan?|Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan|0.2727|0.0441|"```json {   """"perbaikan"""": """"Bagaimana jadwal terbaik untuk memesan penerbangan ke Jeddah dan kemudian melanjutkan perjalanan ke Madinah?"""",   """"tagging"""": """"[EN:Book flight] [ID:ke Jeddah, lalu lanjut ke Madinah,] [EN:schedule] [ID:terbaik, kapan?]"""",   """"respon"""": """"Jadwal terbaik sangat bergantung pada musim perjalanan dan ketersediaan tiket maskapai penerbangan. Anda disarankan untuk memeriksa situs resmi maskapai guna mendapatkan informasi waktu keberangkatan yang paling efisien."""" } ```"|SUCCESS|43.28|data/evaluation_output/audio_results\2307_audio07.wav|||
2307_audio10.wav|audio10.txt|Apa perbedaan umrah dan haji secara detail dalam Islam?|Apa perbedaan umrah dan hajj secara detail dalam Islam|0.2222|0.037|"```json {   """"perbaikan"""": """"Apa perbedaan antara umrah dan haji secara mendetail dalam ajaran Islam?"""",   """"tagging"""": """"[ID:Apa perbedaan umrah dan haji secara detail dalam Islam?]"""",   """"respon"""": """"Perbedaan utama terletak pada waktu pelaksanaan, di mana haji hanya dilakukan pada bulan Dzulhijjah, sedangkan umrah dapat dilakukan kapan saja. Selain itu, haji memiliki rangkaian rukun yang lebih lengkap seperti wukuf di Arafah, mabit di Muzdalifah, dan melontar jumrah."""" } ```"|SUCCESS|32.3|data/evaluation_output/audio_results\2307_audio10.wav|||
2307_audio15.wav|audio15.txt|Tolong buat ceklis persiapan umroh termasuk barang wajib di bawah.|Tolong buat checklist persiapan umrah termasuk barang wajib dibawa|0.4444|0.1061|"```json {   """"perbaikan"""": """"Tolong buatkan daftar periksa persiapan umrah, termasuk barang-barang wajib di bawah ini."""",   """"tagging"""": """"[ID:Tolong buat ceklis persiapan umroh termasuk barang wajib di bawah.]"""",   """"respon"""": """"Anda perlu menyiapkan dokumen penting seperti paspor, visa, dan buku panduan ibadah. Selain itu, pastikan perlengkapan pribadi seperti pakaian ihram, obat-obatan, dan kebutuhan mandi sudah lengkap dalam daftar Anda."""" } ```"|SUCCESS|33.6|data/evaluation_output/audio_results\2307_audio15.wav|||
2307_audio17.wav|audio17.txt|Menurut kamu belajar bahasa Arab itu susah nggak untuk pemula?|Menurut kamu belajar bahasa Arab itu susah gak untuk pemula|0.2|0.0508|"```json {   """"perbaikan"""": """"Menurut Anda, apakah belajar bahasa Arab itu sulit bagi pemula?"""",   """"tagging"""": """"[ID:Menurut kamu belajar bahasa Arab itu susah nggak untuk pemula?]"""",   """"respon"""": """"Tingkat kesulitan belajar bahasa Arab sangat bergantung pada metode dan konsistensi belajar Anda. Bagi pemula, mempelajari kosakata dasar dan tata bahasa secara rutin akan sangat membantu proses pembelajaran."""" } ```"|SUCCESS|43.77|data/evaluation_output/audio_results\2307_audio17.wav|||
2308_audio01.wav|audio01.txt|Aku mau book flight ke jedah minggu depan. Bisa bantu schedule?|Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?|0.1818|0.0312|"```json {   """"perbaikan"""": """"Saya ingin memesan tiket pesawat ke Jeddah minggu depan, bisakah Anda membantu mengatur jadwalnya?"""",   """"tagging"""": """"[ID:Aku mau] [EN:book flight] [ID:ke jedah minggu depan. Bisa bantu] [EN:schedule?]"""",   """"respon"""": """"Anda dapat memeriksa jadwal penerbangan melalui situs resmi maskapai atau agen perjalanan daring. Segera lakukan pemesanan untuk mendapatkan waktu keberangkatan dan harga yang paling sesuai."""" } ```"|SUCCESS|47.76|data/evaluation_output/audio_results\2308_audio01.wav|||
2308_audio02.wav|audio02.txt|Aku butuh travel umroh simple tapi input Madinah visit.|Aku butuh travel umrah simple tapi include Madinah visit|0.3333|0.1071|"```json {   """"perbaikan"""": """"Saya membutuhkan paket perjalanan umrah yang praktis namun sudah termasuk kunjungan ke Madinah."""",   """"tagging"""": """"[ID:Aku butuh travel umroh simple tapi] [EN:input] [ID:Madinah visit.]"""",   """"respon"""": """"Anda dapat mencari paket umrah praktis yang mencakup kunjungan ke Madinah melalui agen perjalanan resmi. Pastikan untuk memeriksa rincian jadwal perjalanan agar sesuai dengan keinginan Anda."""" } ```"|SUCCESS|33.04|data/evaluation_output/audio_results\2308_audio02.wav|||
2308_audio03.wav|audio03.txt|Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?|Can you help aku arrange transport dari Jeddah ke Madinah tomorrow|0.0909|0.0152|"```json {   """"perbaikan"""": """"Bisakah Anda membantu saya mengatur transportasi dari Jeddah ke Madinah besok?"""",   """"tagging"""": """"[EN:Can you help] [ID:aku] [EN:arrange transport] [ID:dari Jeddah ke Madinah] [EN:tomorrow?]"""",   """"respon"""": """"Anda dapat memesan tiket kereta cepat atau bus melalui aplikasi resmi untuk perjalanan besok. Segera lakukan pemesanan guna memastikan ketersediaan jadwal dan kursi."""" } ```"|SUCCESS|43.66|data/evaluation_output/audio_results\2308_audio03.wav|||
2308_audio04.wav|audio04.txt|Explain step by step cara apply visa Saudi dengan benar|Explain step by step cara apply visa Saudi dengan benar|0.0|0.0|"```json {   """"perbaikan"""": """"Jelaskan langkah demi langkah cara mengajukan visa Arab Saudi dengan benar."""",   """"tagging"""": """"[EN:Explain step by step] [ID:cara] [EN:apply] [ID:visa Saudi dengan benar]"""",   """"respon"""": """"Pertama, akses situs resmi atau aplikasi Nusuk untuk memulai pengajuan secara daring. Selanjutnya, lengkapi data diri, unggah dokumen yang diperlukan, dan selesaikan pembayaran biaya visa melalui metode yang tersedia."""" } ```"|SUCCESS|31.93|data/evaluation_output/audio_results\2308_audio04.wav|||
2308_audio05.wav|audio05.txt|Ya akhi, uridu bukflaik ila jedah al-usbu' al-qadim, hal bisa bantu ajidah afdol skejul warihlatan mubashiroh?|Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?|0.6111|0.1724|"```json {   """"perbaikan"""": """"Saudara, saya ingin memesan penerbangan ke Jeddah minggu depan. Bisakah Anda membantu saya menemukan jadwal terbaik untuk penerbangan langsung?"""",   """"tagging"""": """"[AR:Ya akhi], [AR:uridu] [EN:bukflaik] [AR:ila] [ID:jedah] [AR:al-usbu' al-qadim], [AR:hal] [ID:bisa bantu] [AR:ajidah afdol] [EN:skejul] [AR:warihlatan mubashiroh]?"""",   """"respon"""": """"Anda dapat memeriksa jadwal penerbangan langsung ke Jeddah melalui situs resmi maskapai atau agen perjalanan daring. Disarankan untuk segera melakukan pemesanan agar Anda mendapatkan waktu keberangkatan yang paling sesuai."""" } ```"|SUCCESS|51.23|data/evaluation_output/audio_results\2308_audio05.wav|||
2308_audio06.wav|audio06.txt|Uridu arrange transport min jedah ila Madinah Wadan|Urīdu arrange transport min Jeddah ilā Madinah ghadan|0.5|0.0943|"```json {   """"perbaikan"""": """"Saya ingin mengatur transportasi dari Jeddah ke Madinah besok."""",   """"tagging"""": """"[AR:Uridu] [EN:arrange transport] [AR:min] [ID:jedah] [AR:ila] [ID:Madinah] [AR:Wadan]"""",   """"respon"""": """"Anda dapat menggunakan layanan kereta cepat atau bus untuk perjalanan dari Jeddah ke Madinah besok. Disarankan untuk melakukan pemesanan melalui aplikasi resmi guna memastikan ketersediaan jadwal."""" } ```"|SUCCESS|32.22|data/evaluation_output/audio_results\2308_audio06.wav|||
2308_audio12.wav|audio12.txt|Bagaimana proses visa Saudi untuk umroh dari Indonesia sekarang?|Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang|0.2222|0.0317|"```json {   """"perbaikan"""": """"Bagaimana proses pengajuan visa Arab Saudi untuk umrah dari Indonesia saat ini?"""",   """"tagging"""": """"[ID:Bagaimana proses visa Saudi untuk umroh dari Indonesia sekarang?]"""",   """"respon"""": """"Proses pengajuan visa umrah saat ini dapat dilakukan melalui agen perjalanan resmi atau secara mandiri melalui platform daring seperti Nusuk. Pastikan paspor Anda memiliki masa berlaku minimal enam bulan dan siapkan dokumen pendukung lainnya sesuai ketentuan terbaru."""" } ```"|SUCCESS|33.09|data/evaluation_output/audio_results\2308_audio12.wav|||
2308_audio13.wav|audio13.txt|Jelaskan step by step cara booking flight ke Jeddah secara online.|Jelaskan step by step cara booking flight ke Jeddah secara online|0.0909|0.0154|"```json {   """"perbaikan"""": """"Jelaskan langkah demi langkah cara memesan tiket pesawat ke Jeddah secara daring."""",   """"tagging"""": """"[ID:Jelaskan] [EN:step by step] [ID:cara] [EN:booking flight] [ID:ke Jeddah secara online.]"""",   """"respon"""": """"Pertama, kunjungi situs resmi maskapai atau agen perjalanan daring dan pilih jadwal penerbangan ke Jeddah. Selanjutnya, masukkan data penumpang secara lengkap dan selesaikan pembayaran Anda."""" } ```"|SUCCESS|33.5|data/evaluation_output/audio_results\2308_audio13.wav|||
2308_audio15.wav|audio15.txt|Tolong buat checklist persiapan umroh termasuk barang wajib di bawah.|Tolong buat checklist persiapan umrah termasuk barang wajib dibawa|0.3333|0.0606|"```json {   """"perbaikan"""": """"Tolong buatkan daftar periksa persiapan umrah, termasuk barang-barang wajib yang harus dibawa."""",   """"tagging"""": """"[ID:Tolong buat checklist persiapan umroh termasuk barang wajib di bawah.]"""",   """"respon"""": """"Daftar periksa utama meliputi paspor, visa, dokumen kesehatan, pakaian ihram, serta obat-obatan pribadi. Pastikan juga Anda membawa perlengkapan mandi dan alat ibadah yang diperlukan."""" } ```"|SUCCESS|36.34|data/evaluation_output/audio_results\2308_audio15.wav|||
2308_audio17.wav|audio17.txt|Menurut kamu, belajar bahasa Arab itu susah nggak untuk pemula?|Menurut kamu belajar bahasa Arab itu susah gak untuk pemula|0.3|0.0678|"```json {   """"perbaikan"""": """"Menurut Anda, apakah belajar bahasa Arab sulit bagi pemula?"""",   """"tagging"""": """"[ID:Menurut kamu, belajar bahasa Arab itu susah nggak untuk pemula?]"""",   """"respon"""": """"Tingkat kesulitan belajar bahasa Arab sangat bergantung pada metode dan konsistensi Anda dalam belajar. Bagi pemula, mempelajari kosakata dasar dan pelafalan secara rutin akan sangat membantu proses pembelajaran."""" } ```"|SUCCESS|43.43|data/evaluation_output/audio_results\2308_audio17.wav|||
2309_audio01.wav|audio01.txt|Aku mau book flight ke Jeddah minggu depan. Bisa bantu schedule.|Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?|0.1818|0.0312|"```json {   """"perbaikan"""": """"Saya ingin memesan tiket pesawat ke Jeddah minggu depan. Bisakah Anda membantu mengatur jadwalnya?"""",   """"tagging"""": """"[ID:Aku mau] [EN:book flight] [ID:ke Jeddah minggu depan. Bisa bantu] [EN:schedule.]"""",   """"respon"""": """"Anda dapat memeriksa jadwal penerbangan melalui situs resmi maskapai atau agen perjalanan daring. Segera lakukan pemesanan agar mendapatkan ketersediaan kursi dan harga yang sesuai."""" } ```"|SUCCESS|41.46|data/evaluation_output/audio_results\2309_audio01.wav|||
2309_audio02.wav|audio02.txt|Aku butuh travel umrah simple tapi include Madinah visit.|Aku butuh travel umrah simple tapi include Madinah visit|0.1111|0.0179|"```json {   """"perbaikan"""": """"Saya membutuhkan paket perjalanan umrah yang praktis namun sudah termasuk kunjungan ke Madinah."""",   """"tagging"""": """"[ID:Aku butuh travel umrah simple tapi include] [EN:Madinah visit.]"""",   """"respon"""": """"Anda dapat mencari paket umrah praktis yang sudah mencakup kunjungan ke Madinah melalui biro perjalanan resmi. Pastikan untuk memeriksa rincian rencana perjalanan agar sesuai dengan kebutuhan Anda."""" } ```"|SUCCESS|31.56|data/evaluation_output/audio_results\2309_audio02.wav|||
2309_audio03.wav|audio03.txt|Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?|Can you help aku arrange transport dari Jeddah ke Madinah tomorrow|0.0909|0.0152|"```json {   """"perbaikan"""": """"Bisakah Anda membantu saya mengatur transportasi dari Jeddah ke Madinah besok?"""",   """"tagging"""": """"[EN:Can you help] [ID:aku] [EN:arrange transport] [ID:dari Jeddah ke Madinah] [EN:tomorrow?]"""",   """"respon"""": """"Anda dapat memesan tiket kereta cepat atau layanan bus melalui aplikasi resmi untuk perjalanan besok. Segera lakukan pemesanan guna memastikan ketersediaan jadwal dan kursi."""" } ```"|SUCCESS|40.68|data/evaluation_output/audio_results\2309_audio03.wav|||
2309_audio04.wav|audio04.txt|Explain step by step cara apply visa Saudi dengan benar.|Explain step by step cara apply visa Saudi dengan benar|0.1|0.0182|"```json {   """"perbaikan"""": """"Jelaskan langkah demi langkah cara mengajukan visa Arab Saudi dengan benar."""",   """"tagging"""": """"[EN:Explain step by step] [ID:cara] [EN:apply] [ID:visa Saudi dengan benar.]"""",   """"respon"""": """"Pertama, kunjungi situs resmi atau platform pengajuan visa yang ditunjuk untuk mengisi formulir secara daring. Selanjutnya, unggah dokumen yang diperlukan seperti paspor dan foto, lalu selesaikan proses pembayaran biaya visa."""" } ```"|SUCCESS|32.1|data/evaluation_output/audio_results\2309_audio04.wav|||
